Address,School of Economics and Development Legon,School of Engineering Legon,School of performing Arts new building legon,Univiersity of Ghana Business School Legon,Faculty of Arts Legon,School of information and communication studies Legon,School of Agriculture Legon,School of Engineering Sciences Legon,School of Nursing and Midwifery Legon,School of Law Legon,School of Pharmacy Legon,School of Social Sciences Legon,School of Vetenary Medicine Legon,School of Graduate Studies Legon,School of Languages Legon,School of continuing and distance education Legon,Commonwealth Hall Legon,The Great Hall Legon,ISSER Conference Hall Legon,Cedi Conference Centre Legon,Legon Hall Legon,Jubliee Hall Legon,Legon Hall Annex A Legon,Legon Hall Annex B Legon,Legon Hall Annex C Legon,Akuafo Hall Legon,Akuafo Hall Annex A Legon,Akuafo Hall Annex B Legon,Akuafo Hall Annex C Legon,Mensah Sarbah Legon,Mensah Sarbah Annex C Legon,Volta Hall Legon,Liman Hall Legon,Kwapong Hall Legon,Jean Nelson Legon,Frances Sey Legon,Pentagon Block A Legon,Pentagon Block B Legon,Pentagon Block C Legon,Union Hostel Legon,Jubliee Hall Legon,Valco Trust Hostel Legon,International Student Hostel Legon,International Student Hostel 2 Legon,Bani Hostel Legon,Evandy Hostel Legon,Teachers Fund Hostel Legon,Addis-Ababa Court Legon,Kampala Court Legon,Nairobi Court Legon,University of Ghana Hospital Legon,University of Ghana Teaching Hospital Legon,University Hospital Legon,College of Humanities Legon,College of Basic And Applied Sciences Legon,College of Education Legon,Department of Computer Science Legon,Department of Economics Legon,Department of Geography and Resource Development Legon,Department of Animal Biology and Conservation Science Legon,Department of History Legon,Department of Adult Education and Human Resource Studies Legon,Department of Political Science Legon,Department of Economics Conference Facility Legon,Department of English Legon,Department of Psychology Legon,Department of Animal Science Legon,Department of Soil Science Legon,Department of Physics Legon,Sociology Department Legon,Chemistry Department Legon,Department of Agriculture Economics and Agribusiness Legon,Department of Family and Consumer Science Legon,Department of Philosophy and Classics Legon,Department for the Study of Religions Legon,Department of Mathematics and Statistics Legon,Department of Educational Studies and Leadership Legon,Department of Music Legon,Department of Crop Science Legon,Department of Earth Science Legon,Department of Botany Legon,Department of Linguistics Legon,Department of Nutritionn and Food Science Legon,Department of Archaeology Legon,Department of Animal Science Legon,Department of Biochemistry Legon,Department of Marine and Fisheries Sciences Legon,Conficius Institue Legon,Institute of Applied Sciece & Technology Legon,Institute of African studies Legon,New Institute of African Studies Legon,Institute of Statistical Social and Economic Research Legon,Maison Francaise Legon,GCB Lecture Building Legon,JQB Legon,K.A. Busia building Legon,Student Representative Council Builidng Legon,New N Block Legon,N Block Legon,Athletic Oval Legon,Sarbah Field Legon,University Basic School Legon,Balme Library Legon,Night Market Legon,UG Banking Square Legon,University of Ghana Sports Stadium Legon,University of Ghana Registry Legon,Bush Canteen Legon,Central Mosque Legon,University of Ghana Swimming Pool Legon,Taxi Station Legon,University of Ghana Sports Directorate Legon,Ayax Park Legon,Ajax 2 Legon,Bank of Ghana Audiotorium Legon,International Programmes Office Legon,University of Ghana Bookshop Legon,Caregie Writing Centre Legon,Basketball courts Legon,Recreational Quandrangle Legon
Bani Hostel Legon,1.588959013,0.853838836,1.458448385,0.559376093,1.649750195,1.274562009,1.505646743,0.941164624,1.571219343,1.062344156,1.460994592,1.221431882,1.461845317,1.640421954,1.905845201,1.363566474,1.897276212,2.294246078,1.007619414,1.59862126,1.747425851,2.631093233,1.937499624,2.040171586,2.021158512,1.555223872,1.807028843,1.913861294,1.846849864,1.993562321,2.0665575,1.68816281,2.922641252,2.960183165,3.252248786,10.7335462,0.525863347,0.525863347,0.536089588,3.199746392,2.631093233,2.236551704,2.636589544,1.234906742,0,6.657180464,0.442844689,0.795329397,0.762710115,0.735839471,1.946818069,1.395742048,1.353512638,1.25255518,1.50156623,1.137113787,1.057732784,1.59367263,1.404294053,1.321908447,1.789495828,1.306348278,1.174825681,1.597273643,1.793505683,1.180784442,1.508146683,1.528086919,1.469218186,1.856882882,1.297097342,1.537102247,1.512572642,1.637294179,1.662535042,1.151844645,1.153790267,1.54843176,1.545350354,1.436977229,1.255475191,1.909553333,1.450618488,1.245405577,1.508146683,1.415997957,1.42243942,1.943791181,1.318948127,1.540094065,1.540094065,1.085677502,1.755894194,1.309004564,1.229329773,1.185140571,1.994198291,1.202208853,1.202208853,1.842766551,2.144412563,2.448480883,1.472361503,2.454833106,2.357478663,2.666920141,2.25150028,1.670687578,2.477460702,2.61792606,2.465326142,2.607956484,2.276201904,2.276201904,1.59862126,1.088757556,1.550240082,1.563102364,3.21708974,1.393685438
Evandy Hostel Legon,5.328557182,5.852495708,5.200875332,6.191432788,5.243631029,5.382770235,5.182426569,5.756327816,5.557993356,5.635578861,5.600504095,5.714776532,5.206006653,5.528624591,5.056725227,5.293689492,5.244959345,5.320716638,5.740289683,5.322170927,5.149435484,4.078048527,4.92661029,4.811339182,4.863796474,5.20119,4.923254382,4.810436995,4.872953006,4.784723265,4.641227522,5.34940209,3.749066181,3.735938277,3.507506752,4.321333398,6.173617143,6.173617143,6.125733108,5.5542095,4.078048527,4.511642492,4.046783911,5.444678164,6.657180464,0,6.988230837,5.884473688,5.907245127,5.921344473,4.980126302,5.405687695,5.364519566,5.43193096,5.183564985,5.526197518,5.66586522,5.271108728,5.275988811,5.56822259,5.186684819,5.350865347,5.696301275,5.324787475,5.199762707,5.718908014,5.164711513,5.191359526,5.316668478,5.158896544,5.484019115,5.143655929,5.183587342,5.264547338,5.263374068,5.588341315,5.50364119,5.111668203,5.173199483,5.265662156,5.577708344,5.051816184,5.564016609,5.411869462,5.164711513,5.692947582,5.56578912,5.009632973,5.489721358,5.117676579,5.117676579,5.659353739,5.077415312,5.713257367,5.432158989,5.49486739,4.816764796,5.821178829,5.821178829,4.955173422,4.702399664,4.337001809,5.376463043,4.248005899,4.348320405,4.019481933,5.254073443,4.987992258,4.199378222,4.039497089,4.239817339,4.054265278,4.400049332,4.400049332,5.322170927,5.576711087,5.262639757,5.241826473,3.551837312,5.478790969
Teachers Fund Hostel Legon,1.775319628,1.135858656,1.796297955,0.997995716,1.848478996,1.623947823,1.806535125,1.23191611,1.680551087,1.352940091,1.584427699,1.377027025,1.783995537,1.743025501,2.092400177,1.717030486,2.029024625,2.346173852,1.257536287,1.784222647,1.949241839,2.925918376,2.158709344,2.269253872,2.238114276,1.812084412,2.082353262,2.193837206,2.128515373,2.249385866,2.35730958,1.837422411,3.240091127,3.263490527,3.535041651,11.10700272,0.817750211,0.817750211,0.887704252,3.160420542,2.925918376,2.509509232,2.945297416,1.543773251,0.442844689,6.988230837,0,1.106917508,1.089341751,1.101781076,2.146868539,1.624830249,1.758399916,1.556300087,1.805023203,1.46942363,1.326659164,1.801381101,1.712243136,1.505179017,1.965516426,1.66000744,1.358711792,1.782315137,1.964075295,1.35083471,1.82389189,1.806135117,1.708524006,2.023864122,1.533852673,1.844646355,1.806887894,1.832156385,1.849525364,1.41022866,1.50431193,1.909862364,1.824187787,1.725816361,1.46285836,2.096678059,1.590790596,1.595981389,1.82389189,1.517789899,1.570740345,2.13511471,1.541590271,1.894706545,1.894706545,1.339354453,1.982639881,1.434401204,1.564312819,1.493666001,2.236874213,1.317123611,1.317123611,2.086737449,2.378285591,2.71064726,1.681778139,2.751423473,2.651760037,3.035208073,2.322748853,2.026805559,2.790164274,2.960674318,2.843758017,2.960507049,2.643960391,2.643960391,1.784222647,1.41766432,1.778967165,1.795945013,3.496760692,1.588818303
Addis-Ababa Court Legon,0.85624461,0.097270232,0.689783691,0.563724291,0.9007029,0.523896437,0.712082702,0.1516383,0.942438979,0.268487026,0.826611716,0.581608568,0.678467493,1.01292778,1.157625858,0.618018232,1.20801631,1.683901419,0.261389124,0.866104755,0.991334127,1.838497194,1.161787816,1.258425498,1.246664252,0.766608069,1.011978166,1.118531968,1.051523149,1.201487114,1.272259897,0.992057802,2.139502889,2.170635688,2.457905286,10.00393864,0.289431208,0.289431208,0.267046082,2.677366828,1.838497194,1.441280413,1.848731343,0.442609773,0.795329397,5.884473688,1.106917508,0,0.051981311,0.179335799,1.185918436,0.631271461,0.754116807,0.458623072,0.70872164,0.363388149,0.27885618,0.838792075,0.61259469,0.619391494,1.056323652,0.562389046,0.498382423,0.865466015,1.065853289,0.526349184,0.720766196,0.733384501,0.692952565,1.129845415,0.53144582,0.745863171,0.717734697,0.892701636,0.924640343,0.375665331,0.40880712,0.813594818,0.75048625,0.641648414,0.528600832,1.160692875,0.792445081,0.497493805,0.720766196,0.823843184,0.75627138,1.190149419,0.566370092,0.793781871,0.793781871,0.320865455,0.980282064,0.699825753,0.458241175,0.392375264,1.206610805,0.639614525,0.639614525,1.056150926,1.359255216,1.653897247,0.722604136,1.662439821,1.564353718,1.935154103,1.617731554,0.925404027,1.691176669,1.853757884,1.752430909,1.854524229,1.545303469,1.545303469,0.866104755,0.311229161,0.779087722,0.78842739,2.422342702,0.666658133
Kampala Court Legon,0.905828811,0.149058772,0.708027144,0.511957848,0.948844807,0.535172784,0.742966091,0.197529972,0.994410912,0.308698484,0.878567965,0.633323102,0.702565473,1.064907222,1.205303611,0.628768563,1.259022393,1.735859108,0.312860492,0.915677569,1.038511033,1.868544222,1.205655072,1.300774812,1.290637929,0.807652062,1.047711816,1.15288262,1.085763124,1.240024768,1.303934554,1.043122274,2.164853418,2.198822267,2.489576257,10.0183859,0.273220539,0.273220539,0.228540105,2.729119594,1.868544222,1.476040453,1.875990524,0.472196678,0.762710115,5.907245127,1.089341751,0.051981311,0,0.129741818,1.232125683,0.678514461,0.739764582,0.490098625,0.738860204,0.381365672,0.326124946,0.886496176,0.641685859,0.670953711,1.105437283,0.572147092,0.55035146,0.915087756,1.115319272,0.578152612,0.747034546,0.77016819,0.737882907,1.179238878,0.579018088,0.774653822,0.750454962,0.941276083,0.973685433,0.422488354,0.416719562,0.823165886,0.786953294,0.676390596,0.579573478,1.208302668,0.84440538,0.507632885,0.747034546,0.875302956,0.808204241,1.237213026,0.615345124,0.806023887,0.806023887,0.370158899,1.024516388,0.751304609,0.475952592,0.422466942,1.247238354,0.689500352,0.689500352,1.097349853,1.400519563,1.690009289,0.77121122,1.692316949,1.594810903,1.947533858,1.669546189,0.938076598,1.717647041,1.873127513,1.761081949,1.871290026,1.556818542,1.556818542,0.915677569,0.330535348,0.824705936,0.833355571,2.454555623,0.71713283
Nairobi Court Legon,1.011771457,0.275891092,0.724112218,0.399496529,1.048650057,0.53882748,0.791680917,0.30364891,1.117525446,0.395024285,1.002215481,0.759372085,0.733960372,1.187566045,1.302371951,0.627847532,1.371344545,1.856555513,0.431787338,1.021533329,1.134243993,1.907043437,1.288971645,1.37864948,1.373988718,0.884507381,1.106601111,1.206981796,1.140019222,1.30609608,1.349386789,1.156159304,2.189339143,2.23118575,2.531444214,10.00946185,0.317454263,0.317454263,0.214241731,2.854484761,1.907043437,1.529639505,1.906565573,0.524484839,0.735839471,5.921344473,1.101781076,0.179335799,0.129741818,0,1.323554893,0.776652346,0.674402451,0.546541895,0.785623896,0.409945984,0.429969554,0.984914183,0.68757831,0.788238022,1.208675599,0.57058142,0.674098256,1.021162194,1.220077913,0.703741076,0.783279129,0.834907756,0.827651394,1.283512114,0.679288575,0.817175162,0.804077147,1.042831655,1.077054741,0.522660585,0.418212974,0.814842902,0.850567385,0.736839497,0.693632209,1.30509639,0.965796748,0.509626798,0.783279129,1.002269836,0.929027232,1.331817144,0.720388551,0.804774495,0.804774495,0.479341971,1.109928226,0.878249043,0.498313084,0.47817773,1.319787072,0.818844831,0.818844831,1.172478717,1.474481951,1.746901012,0.873736349,1.730895145,1.635409065,1.938108182,1.787873845,0.935876871,1.746543055,1.882179908,1.742838048,1.873470813,1.546692961,1.546692961,1.021533329,0.366394582,0.916053941,0.922314531,2.498074687,0.827970015
University of Ghana Hospital Legon,0.372313447,1.106558628,0.835481087,1.719352508,0.299438795,0.960580445,0.643239438,1.034813999,0.581843959,0.929006599,0.621328236,0.774324012,0.7568137,0.56351311,0.083569231,0.947439811,0.343810821,0.809094934,0.94269395,0.363772499,0.199730825,0.958674681,0.111085886,0.190922258,0.122709502,0.458730981,0.414925959,0.440698441,0.447293843,0.314987859,0.550009927,0.371140178,1.32531778,1.28655293,1.472715964,9.222503931,1.422473276,1.422473276,1.449326304,1.806796218,0.958674681,0.53992099,1.036565027,0.833648104,1.946818069,4.980126302,2.146868539,1.185918436,1.232125683,1.323554893,0,0.555651663,1.291388407,0.807079566,0.656043898,0.96792648,0.907130795,0.353146996,0.724565013,0.64170266,0.206769086,0.968241019,0.788850431,0.365863795,0.221725582,0.796291172,0.708298997,0.543222258,0.495930669,0.19530566,0.655754321,0.658394956,0.612859287,0.314828735,0.298952157,0.810267843,1.022450484,0.957342679,0.53547186,0.63746961,0.693221078,0.078989901,0.589267696,0.978628989,0.708298997,0.713035993,0.596925684,0.045443063,0.628483041,0.914041634,0.914041634,0.869223431,0.223400521,0.744913093,0.922793017,0.86778588,0.241129975,0.859651754,0.859651754,0.243994207,0.286084782,0.654573842,0.474546028,0.826225147,0.741357537,1.465698041,0.704232449,0.916844688,0.936147692,1.235404573,1.414455547,1.299017384,1.205625542,1.205625542,0.363772499,0.989434137,0.407851111,0.401373977,1.428297101,0.559631682
University of Ghana Teaching Hospital Legon,0.245362741,0.550922297,0.51732304,1.175698621,0.272020386,0.53844856,0.351874189,0.480995655,0.47331445,0.382876568,0.394555416,0.334489276,0.436130563,0.525533486,0.526918732,0.574971117,0.616187446,1.135712123,0.388516144,0.254466141,0.360070202,1.327721729,0.542234726,0.648028046,0.625498944,0.211428291,0.487929973,0.599668483,0.541874174,0.627867119,0.771843272,0.412824237,1.668846396,1.670050592,1.919056494,9.596320889,0.870078823,0.870078823,0.893722894,2.16118388,1.327721729,0.896086866,1.366925307,0.350191297,1.395742048,5.405687695,1.624830249,0.631271461,0.678514461,0.776652346,0.555651663,0,0.916449777,0.325044829,0.3618149,0.472496922,0.352507464,0.208415264,0.346869886,0.196441278,0.433682447,0.565054079,0.293030488,0.254790538,0.446950518,0.321691831,0.424120431,0.265545894,0.089620176,0.509300388,0.10011013,0.399594104,0.325553297,0.267088969,0.303192865,0.25605964,0.549017666,0.692514253,0.280172286,0.26640594,0.172442241,0.529860931,0.334739733,0.543385082,0.424120431,0.463516605,0.30322206,0.558878118,0.084425493,0.647723695,0.647723695,0.313608774,0.361453734,0.393370574,0.466397967,0.364086153,0.612044057,0.461568676,0.461568676,0.46226173,0.755391416,1.088446794,0.103569418,1.159739242,1.05970126,1.617818927,1.052723076,0.729901629,1.22449925,1.459484241,1.490199995,1.490227108,1.264632924,1.264632924,0.254466141,0.476623811,0.155445371,0.171176613,1.879055261,0.132194546
University Hospital Legon,1.140518575,0.798709037,0.455962262,0.834056256,1.124878785,0.378916669,0.652106986,0.73133795,1.385941731,0.686319566,1.293686434,1.124138904,0.536931222,1.441397627,1.313299591,0.352155375,1.495631106,2.027821168,0.836458395,1.147565098,1.164417603,1.504717808,1.208006997,1.248966154,1.280111551,0.860382384,0.914682063,0.966175225,0.914233429,1.11590537,1.03660553,1.316108218,1.710458191,1.784551089,2.117391336,9.387667526,0.990735845,0.990735845,0.88330184,3.055846309,1.504717808,1.23729905,1.467240254,0.578496822,1.353512638,5.364519566,1.758399916,0.754116807,0.739764582,0.674402451,1.291388407,0.916449777,0,0.599556411,0.638866306,0.498340156,0.763030497,1.066015212,0.591406347,1.058432712,1.280184867,0.351674814,1.031879977,1.148917795,1.301501199,1.074569525,0.58326809,0.76143348,0.898944244,1.35152528,0.868502309,0.63302615,0.684383259,1.132777739,1.173207531,0.785192283,0.410728155,0.367252754,0.764653286,0.685593531,0.96576261,1.313625689,1.237426425,0.378546944,0.58326809,1.34094364,1.201306555,1.320680621,0.923078344,0.399080788,0.399080788,0.809217992,1.076354133,1.234672789,0.459728489,0.586844969,1.166150538,1.236833155,1.236833155,1.061395267,1.3072932,1.45120377,1.011701578,1.341155812,1.26378348,1.345682232,1.935444275,0.471534347,1.309649893,1.35440801,1.130491413,1.320942996,0.966481409,0.966481409,1.147565098,0.531722887,0.969066236,0.958556246,2.092889214,1.037285574
College of Humanities Legon,0.564518519,0.420798733,0.280207909,0.926463892,0.569937753,0.221650365,0.253460384,0.324425034,0.787423805,0.205044552,0.694171377,0.541027574,0.236748821,0.844802813,0.801904106,0.281230619,0.933578409,1.458643852,0.337005033,0.572849594,0.635781347,1.379874584,0.757021417,0.838797594,0.841089571,0.350621469,0.560758254,0.663670968,0.596524939,0.759698535,0.814029287,0.73647562,1.68422669,1.712549315,1.999750018,9.570736843,0.744428836,0.744428836,0.718284873,2.485331347,1.379874584,0.986944557,1.391434055,0.026927342,1.25255518,5.43193096,1.556300087,0.458623072,0.490098625,0.546541895,0.807079566,0.325044829,0.599556411,0,0.250289477,0.160973386,0.251853167,0.505603071,0.155960904,0.459999073,0.734378455,0.254841406,0.45491348,0.573646776,0.751749629,0.497767849,0.269273164,0.289128917,0.331599611,0.81001595,0.268946706,0.288596682,0.260509777,0.571896298,0.61152544,0.216406531,0.226427049,0.448338337,0.304336149,0.190316467,0.37101198,0.803697496,0.637910939,0.221574145,0.269273164,0.744075668,0.601751416,0.823314659,0.323553618,0.412080318,0.412080318,0.270624978,0.58515707,0.64347061,0.142090507,0.068570224,0.775837432,0.663703795,0.663703795,0.631375872,0.930933093,1.202447699,0.426274298,1.203830002,1.105744676,1.518501894,1.373252081,0.529749914,1.23482001,1.412093092,1.355132294,1.42126625,1.136766271,1.136766271,0.572849594,0.186123252,0.416566469,0.41476836,1.964541692,0.4390183
College of Basic And Applied Sciences Legon,0.531654286,0.669184858,0.185965094,1.148801864,0.4987293,0.313407652,0.013372454,0.573432492,0.818678867,0.452088377,0.752494204,0.676443317,0.101951014,0.860864365,0.674535512,0.291417048,0.865364693,1.397131116,0.565809955,0.53681837,0.5273926,1.129921762,0.581086649,0.641246199,0.659337411,0.228274548,0.328922226,0.422546482,0.356099304,0.537000932,0.565552862,0.704053728,1.435068216,1.462264984,1.750850722,9.33144869,0.994636159,0.994636159,0.966280877,2.422907729,1.129921762,0.744272359,1.141378176,0.266674392,1.50156623,5.183564985,1.805023203,0.70872164,0.738860204,0.785623896,0.656043898,0.3618149,0.638866306,0.250289477,0,0.377602067,0.485958025,0.446444793,0.098099401,0.553394883,0.646013746,0.314869215,0.609724277,0.538733276,0.668423658,0.648242691,0.065400775,0.126634192,0.303811913,0.715292872,0.376349493,0.043312992,0.046608138,0.510220634,0.549623424,0.420710381,0.400644419,0.344116577,0.126742496,0.101666612,0.496487637,0.67492978,0.692270212,0.335959023,0.065400775,0.825051379,0.663053539,0.683247176,0.41479642,0.297825087,0.297825087,0.488720899,0.437917195,0.751871386,0.301033892,0.316611635,0.567236061,0.806049354,0.806049354,0.438903147,0.720396645,0.962450822,0.428016698,0.953788586,0.855996417,1.296682229,1.301885465,0.368259267,0.985253448,1.172376157,1.149797254,1.187743905,0.926104373,0.926104373,0.53681837,0.419254048,0.350385356,0.334811693,1.716147808,0.493403551
College of Education Legon,0.716587618,0.358954795,0.326913534,0.774149699,0.727684542,0.168331787,0.384595947,0.268663528,0.916138634,0.191349239,0.814804064,0.627868766,0.325114031,0.977699292,0.962633778,0.260839973,1.08725233,1.607997522,0.345568498,0.725323068,0.796111662,1.497649594,0.916070807,0.994766307,0.999713642,0.510674772,0.703379615,0.800107983,0.733514965,0.907714419,0.939602369,0.885134589,1.785894206,1.82372478,2.121676278,9.640561513,0.6517167,0.6517167,0.60153287,2.632272141,1.497649594,1.121710302,1.499705398,0.134288966,1.137113787,5.526197518,1.46942363,0.363388149,0.381365672,0.409945984,0.96792648,0.472496922,0.498340156,0.160973386,0.377602067,0,0.266831648,0.662905569,0.280215678,0.576648566,0.892483014,0.209243523,0.534707855,0.725896182,0.909129908,0.57712293,0.373446606,0.442505026,0.489713938,0.968343652,0.399418956,0.407600692,0.400194854,0.728442344,0.76752532,0.289915788,0.088226195,0.455962896,0.456174947,0.342201033,0.479034024,0.964470981,0.762221184,0.146960059,0.373446606,0.852549016,0.724677976,0.984283023,0.453668466,0.432572468,0.432572468,0.311060521,0.745718957,0.741302377,0.094909944,0.108411442,0.928843009,0.73857196,0.73857196,0.787297174,1.08392707,1.340052797,0.575798659,1.321423231,1.225617264,1.572553454,1.525110974,0.563383658,1.340377087,1.4918902,1.393158539,1.491318018,1.183425887,1.183425887,0.725323068,0.052481965,0.576057969,0.575123288,2.088172018,0.573155667
Department of Computer Science Legon,0.582168647,0.204057771,0.529447973,0.829185439,0.622803513,0.422466685,0.485582177,0.128795905,0.707927372,0.076851761,0.596746234,0.378571283,0.488096604,0.775492657,0.879188016,0.505582928,0.942037231,1.43594029,0.085931553,0.591962963,0.712573204,1.599314123,0.885219526,0.984369765,0.969864217,0.497724241,0.758052032,0.868478819,0.802607146,0.937036153,1.030671608,0.727469428,1.91681723,1.936989904,2.211179652,9.816915839,0.533784972,0.533784972,0.543114887,2.445767326,1.599314123,1.187501935,1.619995325,0.250521497,1.057732784,5.66586522,1.326659164,0.27885618,0.326124946,0.429969554,0.907130795,0.352507464,0.763030497,0.251853167,0.485958025,0.266831648,0,0.56037233,0.401146502,0.367510881,0.780403189,0.462993732,0.284227656,0.591527102,0.79103767,0.324067715,0.516477182,0.480025867,0.415553986,0.854728801,0.252894231,0.527837893,0.482398421,0.615561041,0.648623348,0.096887907,0.352750288,0.689902427,0.497988237,0.400212267,0.268799274,0.882198697,0.552553706,0.407349964,0.516477182,0.616880458,0.514669036,0.911356892,0.290787953,0.657348202,0.657348202,0.054968848,0.70338497,0.49772896,0.3338503,0.209846587,0.936499329,0.478447659,0.478447659,0.785133421,1.0872932,1.394962742,0.445644994,1.424770133,1.325106692,1.769866668,1.363316321,0.779365125,1.466497863,1.657595664,1.606774851,1.669879581,1.388619258,1.388619258,0.591962963,0.231811079,0.500760822,0.510847926,2.173888664,0.398772801
Department of Economics Legon,0.092124585,0.756320975,0.628922805,1.383761972,0.065097878,0.698746929,0.433473167,0.689053958,0.401749011,0.590606769,0.373875341,0.445239266,0.542820696,0.429495477,0.318839931,0.714451837,0.431620786,0.96249616,0.590723375,0.094458419,0.154048014,1.202810576,0.358410282,0.471583069,0.436733424,0.220489587,0.413725747,0.511310781,0.469572358,0.489836398,0.678645904,0.25778406,1.557740746,1.543864321,1.770020396,9.485439266,1.069493487,1.069493487,1.099625193,1.990902752,1.202810576,0.764285242,1.256758896,0.532337932,1.59367263,5.271108728,1.801381101,0.838792075,0.886496176,0.984914183,0.353146996,0.208415264,1.066015212,0.505603071,0.446444793,0.662905569,0.56037233,0,0.474816899,0.301729706,0.229872664,0.717840499,0.443547724,0.096879329,0.246264887,0.457005712,0.511261614,0.320799475,0.174120813,0.305882205,0.307478188,0.470632127,0.400495162,0.067193853,0.107631639,0.46426129,0.73169339,0.789813251,0.325130937,0.380843121,0.34121747,0.321903379,0.320382196,0.709614644,0.511261614,0.465127969,0.30895352,0.352393507,0.27594956,0.743448914,0.743448914,0.519303593,0.193754043,0.449076039,0.639746942,0.555917966,0.454569859,0.551081559,0.551081559,0.319885162,0.582034219,0.936118943,0.121538166,1.044281587,0.946856833,1.577554769,0.872609835,0.795692623,1.126767356,1.389964536,1.476531383,1.43341722,1.252672015,1.252672015,0.094458419,0.674027669,0.097323011,0.11173147,1.728048126,0.213961108
Department of Geography and Resource Development Legon,0.551848962,0.576738332,0.171222279,1.052976597,0.533509272,0.236123612,0.104401336,0.480385754,0.818577596,0.360529338,0.740949749,0.633557585,0.097146739,0.867164431,0.7342912,0.239636206,0.904337891,1.436435781,0.483946136,0.558408977,0.577719841,1.226858393,0.658205985,0.726454333,0.739128263,0.272990804,0.423787619,0.5200341,0.453346338,0.629956296,0.663427366,0.727362835,1.528469425,1.558047425,1.848435957,9.416732852,0.899654319,0.899654319,0.868740836,2.464565291,1.226858393,0.842173521,1.236303981,0.169986069,1.404294053,5.275988811,1.712243136,0.61259469,0.641685859,0.68757831,0.724565013,0.346869886,0.591406347,0.155960904,0.098099401,0.280215678,0.401146502,0.474816899,0,0.524410493,0.69036678,0.247319358,0.55820585,0.559924034,0.711118892,0.599031311,0.115343755,0.181375493,0.311485039,0.762974051,0.334911432,0.133270019,0.122159091,0.541443345,0.581849633,0.346436373,0.309199639,0.348095407,0.190413953,0.094209939,0.453590251,0.735222084,0.68137547,0.254391498,0.115343755,0.805501612,0.648938399,0.747895803,0.381640193,0.304713879,0.304713879,0.41059353,0.502080262,0.720644686,0.208154126,0.220233805,0.655811401,0.761957349,0.761957349,0.520796217,0.810178075,1.06006297,0.430821719,1.050635689,0.953194466,1.370563836,1.34453375,0.403463737,1.079278354,1.257578515,1.214198191,1.268742497,0.993055932,0.993055932,0.558408977,0.321190214,0.377725673,0.367271938,1.813902908,0.477799656
Department of Animal Biology and Conservation Science Legon,0.27117848,0.525389845,0.695203252,1.182808747,0.343728604,0.681627818,0.544333456,0.485840323,0.343182054,0.428658566,0.238163771,0.147460909,0.618788076,0.409021192,0.589993011,0.734596156,0.591372401,1.069559899,0.35810374,0.280414901,0.444526491,1.494291336,0.659477614,0.773205996,0.735768527,0.4014796,0.669454566,0.778366555,0.724952307,0.7835577,0.950551851,0.375686225,1.843157739,1.836468826,2.070174195,9.772740938,0.806565988,0.806565988,0.859838116,2.078540194,1.494291336,1.0573157,1.541120345,0.480025152,1.321908447,5.56822259,1.505179017,0.619391494,0.670953711,0.788238022,0.64170266,0.196441278,1.058432712,0.459999073,0.553394883,0.576648566,0.367510881,0.301729706,0.524410493,0,0.468503645,0.714241894,0.148490178,0.278717312,0.47166507,0.155661504,0.613389602,0.461981082,0.278679618,0.534974596,0.193651195,0.592826492,0.519755373,0.326994841,0.345628874,0.294969287,0.662580562,0.872415319,0.476564867,0.454286578,0.100286102,0.594062649,0.187472748,0.6799008,0.613389602,0.284788056,0.149442838,0.631258883,0.142915487,0.829082591,0.829082591,0.313547692,0.493016396,0.198476918,0.598728855,0.475114642,0.754262595,0.268339729,0.268339729,0.613049395,0.883714723,1.236190553,0.191979321,1.33084717,1.231729771,1.812351,0.999639477,0.919470134,1.403644722,1.648279471,1.686585708,1.681941957,1.460999439,1.460999439,0.280414901,0.563527809,0.309193884,0.331578758,2.028561113,0.08943448
Department of History Legon,0.201821418,0.969585094,0.831955796,1.608116152,0.164866472,0.920806455,0.632646909,0.909038346,0.376037829,0.816287698,0.416253582,0.588489395,0.746910507,0.36306531,0.132285667,0.928169741,0.221962473,0.751413594,0.801046228,0.191986755,0.123374765,1.159488817,0.281846514,0.388498149,0.326596002,0.419979259,0.503181439,0.567038446,0.550537394,0.479408543,0.707814364,0.165151045,1.525077466,1.490566418,1.679364549,9.428699197,1.270576596,1.270576596,1.312030914,1.777033878,1.159488817,0.731880196,1.232455831,0.76120989,1.789495828,5.186684819,1.965516426,1.056323652,1.105437283,1.208675599,0.206769086,0.433682447,1.280184867,0.734378455,0.646013746,0.892483014,0.780403189,0.229872664,0.69036678,0.468503645,0,0.936942353,0.616810322,0.193058624,0.025127902,0.617547059,0.707681217,0.520278182,0.402914776,0.076028006,0.529425623,0.661717263,0.599477408,0.166657076,0.131784616,0.686079773,0.959897711,0.980012512,0.519376565,0.596473407,0.537256355,0.137067088,0.388130371,0.933528356,0.707681217,0.507027146,0.400015092,0.17893813,0.490093473,0.934153056,0.934153056,0.735466771,0.240861347,0.54608261,0.866232936,0.785717607,0.415941177,0.662788708,0.662788708,0.34589956,0.490705878,0.86004463,0.334973689,1.020122929,0.93085828,1.630178366,0.655990218,0.965591112,1.123269938,1.41344778,1.559005631,1.470605024,1.342028423,1.342028423,0.191986755,0.903872775,0.318957522,0.324853442,1.634850197,0.39710248
